,IdR,NombreR,ApellidoR,FechaNacR,EdadR,GeneroR,TelefonoR
4569,R00004570,Andrés,Jaramillo,1994-03-16,28,Masculino,0986666478
4570,R00004571,Enrique,García,1990-10-09,32,Masculino,0983851752
4571,R00004572,María,Vargas,1991-07-16,31,Femenino,0984495646
4572,R00004573,María,Gil,1973-12-13,48,Femenino,0985913897
4573,R00004574,Santiago,Murillo,1996-11-14,26,Masculino,0986542493
4574,R00004575,Valentina,Sánchez,1976-05-25,46,Femenino,0980403394
4575,R00004576,Janeth,Silva,1981-11-06,41,Femenino,0984548171
4576,R00004577,María,Sánchez,1976-03-09,46,Femenino,0986299051
4577,R00004578,Laura,Jiménez,1977-02-28,45,Femenino,0987862882
4578,R00004579,Jesús,Rivera,1982-02-22,40,Masculino,0981331334
4579,R00004580,Fernando,Velásquez,1989-03-07,33,Masculino,0986356024
4580,R00004581,Fernando,Quintero,1984-01-04,38,Masculino,0988697790
4581,R00004582,Luisa,Molina,1992-11-17,30,Femenino,0989245734
4582,R00004583,Jhonatan,Herrera,1978-03-18,44,Masculino,0983888350
4583,R00004584,Carlos,Bermúdez,1976-07-20,46,Masculino,0982145988
4584,R00004585,Camila,Hernández,1992-11-29,30,Femenino,0986128776
4585,R00004586,Cristian,León,1981-12-29,40,Masculino,0987875628
4586,R00004587,María,Guerrero,1996-09-28,26,Femenino,0987229482
4587,R00004588,Rosario,González,1980-04-23,42,Femenino,0982296921
4588,R00004589,Germán,Guzmán,1997-04-07,25,Masculino,0982655339
4589,R00004590,Luz,Henao,1979-08-28,43,Femenino,0982546279
4590,R00004591,Melba,Rueda,1988-10-18,34,Femenino,0984869679
4591,R00004592,Andrea,Bermúdez,1977-08-09,45,Femenino,0982165631
4592,R00004593,Alejandra,Valencia,1973-04-03,49,Femenino,0988446155
4593,R00004594,Luis,Espinosa,1993-01-26,29,Masculino,0986902086
4594,R00004595,Javier,Jaimes,1988-07-11,34,Masculino,0982693399
4595,R00004596,Humberto,Morales,1992-10-08,30,Masculino,0983274747
4596,R00004597,Blanca,Rivera,1988-04-15,34,Femenino,0983701626
4597,R00004598,Jessica,Quintero,1980-11-17,42,Femenino,0989844467
4598,R00004599,Gonzalo,Muñoz,1997-08-27,25,Masculino,0988464346
4599,R00004600,Hernán,Martínez,1984-09-26,38,Masculino,0984379934
4600,R00004601,María,Suárez,1989-12-01,33,Femenino,0982928365
4601,R00004602,Sandra,Murillo,1988-03-29,34,Femenino,0984815750
4602,R00004603,Maira,Gómez,1990-09-20,32,Femenino,0988794232
4603,R00004604,Alix,Estrada,1992-02-12,30,Femenino,0981264711
4604,R00004605,Edgar,González,1985-12-08,36,Masculino,0986984624
4605,R00004606,María,Murillo,1992-12-24,29,Femenino,0988788967
4606,R00004607,Jesús,Blanco,1984-10-18,38,Masculino,0987234254
4607,R00004608,Rocío,Sierra,1989-09-03,33,Femenino,0981394477
4608,R00004609,Pablo,Barreto,1980-08-07,42,Masculino,0986446512
4609,R00004610,Delia,Gómez,1977-05-01,45,Femenino,0987776268
4610,R00004611,Isidro,Díaz,1974-04-17,48,Masculino,0983986398
4611,R00004612,Rubén,Sánchez,1982-12-19,39,Masculino,0989116564
4612,R00004613,Efrain,Hurtado,1984-06-20,38,Masculino,0984724322
4613,R00004614,Jorge,Sierra,1989-07-17,33,Masculino,0987799123
4614,R00004615,Andrés,Ramírez,1977-07-25,45,Masculino,0989974722
4615,R00004616,Alba,Medina,1981-04-16,41,Femenino,0984527135
4616,R00004617,Eduardo,Zapata,1993-03-26,29,Masculino,0986477342
4617,R00004618,Amanda,Pérez,1981-12-27,40,Femenino,0982195882
4618,R00004619,José,Jiménez,1992-12-09,29,Masculino,0981766492
4619,R00004620,José,Villamizar,1975-05-09,47,Masculino,0985908779
4620,R00004621,José,Sánchez,1974-12-18,47,Masculino,0982372784
4621,R00004622,Andrés,Gutiérrez,1994-01-12,28,Masculino,0985641249
4622,R00004623,Ana,Sánchez,1974-05-25,48,Femenino,0980735116
4623,R00004624,Mario,Rodríguez,1980-11-27,42,Masculino,0983974875
4624,R00004625,Isabel,Ruiz,1981-08-07,41,Femenino,0989199533
4625,R00004626,Andrés,Guerrero,1990-10-27,32,Masculino,0987911864
4626,R00004627,Rosalba,Gómez,1973-06-12,49,Femenino,0988414035
4627,R00004628,Liliana,Méndez,1976-07-01,46,Femenino,0981202941
4628,R00004629,Johan,Mosquera,1977-08-30,45,Masculino,0986559537
4629,R00004630,Óscar,Flórez,1989-07-13,33,Masculino,0983813313
4630,R00004631,Alberto,Andrade,1987-05-28,35,Masculino,0988902392
4631,R00004632,Carlos,Rosero,1996-08-10,26,Masculino,0983614584
4632,R00004633,Xiomara,Torres,1977-10-14,45,Femenino,0988216559
4633,R00004634,María,Hernández,1974-04-10,48,Femenino,0980988824
4634,R00004635,Yesid,Acosta,1978-10-06,44,Masculino,0984522519
4635,R00004636,Martha,Gómez,1983-03-04,39,Femenino,0988405168
4636,R00004637,Óscar,Pérez,1997-02-02,25,Masculino,0980666566
4637,R00004638,Luis,Villamil,1979-04-05,43,Masculino,0988788034
4638,R00004639,Miriam,Gutiérrez,1992-10-05,30,Femenino,0980106388
4639,R00004640,Johan,Barrios,1984-07-26,38,Masculino,0980374461
4640,R00004641,Rafael,Ramírez,1973-09-30,49,Masculino,0987363383
4641,R00004642,Nubia,Ramos,1978-12-07,43,Femenino,0987293386
4642,R00004643,Yuri,Martínez,1982-04-30,40,Femenino,0982606614
4643,R00004644,Elías,Prieto,1989-05-11,33,Masculino,0980502174
4644,R00004645,Edwin,Pardo,1976-11-14,46,Masculino,0987824566
4645,R00004646,Héctor,Galindo,1989-07-02,33,Masculino,0987417916
4646,R00004647,Tatiana,Ramírez,1985-07-19,37,Femenino,0989595048
4647,R00004648,Mauricio,Vega,1987-08-31,35,Masculino,0988718771
4648,R00004649,Carlos,Palacios,1991-05-20,31,Masculino,0988538121
4649,R00004650,Edwin,Espinosa,1989-08-12,33,Masculino,0984228687
4650,R00004651,Adolfo,Díaz,1983-09-25,39,Masculino,0989744735
4651,R00004652,Eugenia,Monroy,1983-08-21,39,Femenino,0983144365
4652,R00004653,César,Moreno,1988-06-03,34,Masculino,0989138116
4653,R00004654,Leider,Ruiz,1982-02-14,40,Masculino,0980998956
4654,R00004655,Jennifer,Prieto,1991-06-11,31,Femenino,0986887875
4655,R00004656,Humberto,Díaz,1985-12-30,36,Masculino,0988437719
4656,R00004657,Mayerly,Castillo,1976-09-13,46,Femenino,0984274865
4657,R00004658,Neider,Morales,1989-10-03,33,Masculino,0982823487
4658,R00004659,Marisol,Páez,1984-02-12,38,Femenino,0981435924
4659,R00004660,Magaly,Hernández,1988-08-11,34,Femenino,0980176958
4660,R00004661,Irma,Sánchez,1987-03-02,35,Femenino,0984592078
4661,R00004662,Clara,Castro,1985-07-17,37,Femenino,0987628681
4662,R00004663,Alberto,Jiménez,1979-01-25,43,Masculino,0987804998
4663,R00004664,Inés,Alfonso,1985-03-25,37,Femenino,0981285558
4664,R00004665,Nubia,Jiménez,1984-10-25,38,Femenino,0986639732
4665,R00004666,Dario,Guzmán,1995-01-02,27,Masculino,0985246397
4666,R00004667,Juan,Padilla,1991-11-29,31,Masculino,0987809026
4667,R00004668,Leidy,Correa,1974-04-06,48,Femenino,0982199349
4668,R00004669,María,Gómez,1995-03-29,27,Femenino,0985154483
4669,R00004670,Rocío,Giraldo,1990-06-26,32,Femenino,0986605512
4670,R00004671,Johana,Rivera,1985-12-08,36,Femenino,0982772438
4671,R00004672,Sonia,Vega,1995-05-03,27,Femenino,0989376244
4672,R00004673,Jhon,González,1994-09-18,28,Masculino,0984356281
4673,R00004674,Andrea,Prieto,1981-08-03,41,Femenino,0986661990
4674,R00004675,Milton,Gómez,1979-02-03,43,Masculino,0983513258
4675,R00004676,Marcela,Ramírez,1980-10-19,42,Femenino,0988253985
4676,R00004677,Magnolia,Pérez,1994-11-24,28,Femenino,0989865286
4677,R00004678,Luz,Suárez,1973-08-23,49,Femenino,0986748011
4678,R00004679,Jimena,Sánchez,1991-11-25,31,Femenino,0986775622
4679,R00004680,Isabel,Fuentes,1974-05-07,48,Femenino,0983861575
4680,R00004681,María,Barrios,1974-05-10,48,Femenino,0987521368
4681,R00004682,Inés,Agudelo,1996-12-16,25,Femenino,0982398143
4682,R00004683,Marina,Melo,1992-10-19,30,Femenino,0980776222
4683,R00004684,Jairo,Loaiza,1994-05-14,28,Masculino,0985181824
4684,R00004685,José,Tovar,1990-08-21,32,Masculino,0987211496
4685,R00004686,Manuela,Benítez,1981-01-31,41,Femenino,0986778696
4686,R00004687,Marina,Quintero,1979-09-03,43,Femenino,0984703712
4687,R00004688,César,Fajardo,1990-12-13,31,Masculino,0988359645
4688,R00004689,Ana,Castro,1989-06-20,33,Femenino,0981961214
4689,R00004690,José,Pérez,1973-09-01,49,Masculino,0984217829
4690,R00004691,Jair,Suárez,1980-05-07,42,Masculino,0989664948
4691,R00004692,Diana,Giraldo,1981-07-15,41,Femenino,0985345010
4692,R00004693,Armando,Arteaga,1973-02-25,49,Masculino,0987348246
4693,R00004694,Roberto,González,1973-02-26,49,Masculino,0983595491
4694,R00004695,Fernando,Montenegro,1974-03-13,48,Masculino,0989813225
4695,R00004696,Daniela,Vallejo,1990-07-20,32,Femenino,0989267997
4696,R00004697,Mario,Contreras,1996-10-05,26,Masculino,0987729319
4697,R00004698,Martha,Córdoba,1977-10-24,45,Femenino,0981614781
4698,R00004699,Darío,Romero,1983-07-23,39,Masculino,0982418990
4699,R00004700,Estela,Rodríguez,1984-12-19,37,Femenino,0980616556
4700,R00004701,David,Córdoba,1993-03-04,29,Masculino,0983603070
4701,R00004702,Liliana,Campo,1996-05-03,26,Femenino,0983849511
4702,R00004703,Miguel,Duque,1994-02-06,28,Masculino,0984532784
4703,R00004704,Santiago,García,1994-06-08,28,Masculino,0981953725
4704,R00004705,Javier,Pérez,1991-05-14,31,Masculino,0989777285
4705,R00004706,Stella,Martínez,1978-11-06,44,Femenino,0982613377
4706,R00004707,Heriberto,Jiménez,1974-05-18,48,Masculino,0985835251
4707,R00004708,Diego,García,1975-01-13,47,Masculino,0986286354
4708,R00004709,María,Bonilla,1992-08-11,30,Femenino,0987899740
4709,R00004710,Cristian,Palacios,1985-10-02,37,Masculino,0980196365
4710,R00004711,Maritza,Martínez,1987-04-05,35,Femenino,0984661668
4711,R00004712,Beatriz,Rodríguez,1973-08-17,49,Femenino,0984868633
4712,R00004713,Hernando,Vega,1997-12-01,25,Masculino,0981499651
4713,R00004714,David,Vega,1975-07-15,47,Masculino,0980985468
4714,R00004715,William,Arias,1987-04-12,35,Masculino,0989115516
4715,R00004716,Miguel,Pacheco,1993-11-03,29,Masculino,0983906133
4716,R00004717,Cecilia,Muñoz,1993-05-26,29,Femenino,0986404417
4717,R00004718,Edwin,Martínez,1995-08-25,27,Masculino,0987822979
4718,R00004719,Irene,Rojas,1979-09-26,43,Femenino,0984783889
4719,R00004720,Xiomara,Ariza,1979-08-15,43,Femenino,0982341275
4720,R00004721,Carlos,Álvarez,1990-02-02,32,Masculino,0989108881
4721,R00004722,Omar,Guerrero,1979-11-15,43,Masculino,0987234140
4722,R00004723,Claudia,Rodríguez,1991-02-04,31,Femenino,0989312952
4723,R00004724,Antonio,Pérez,1982-07-04,40,Masculino,0989361681
4724,R00004725,Fernanda,Guevara,1984-01-02,38,Femenino,0986971991
4725,R00004726,Lucía,Marín,1997-01-03,25,Femenino,0988541823
4726,R00004727,Claudia,Rodríguez,1982-12-11,39,Femenino,0982438094
4727,R00004728,Jhon,Perea,1990-04-30,32,Masculino,0983149742
4728,R00004729,Alexander,Rodríguez,1976-09-18,46,Masculino,0982855511
4729,R00004730,Alberto,Díaz,1997-11-18,25,Masculino,0980703255
4730,R00004731,Arturo,Ramos,1982-02-07,40,Masculino,0989197653
4731,R00004732,Mauricio,Ortiz,1988-03-09,34,Masculino,0985792436
4732,R00004733,José,Moreno,1974-10-06,48,Masculino,0984963361
4733,R00004734,Denis,Mora,1977-12-25,44,Femenino,0980553060
4734,R00004735,Adolfo,Carrillo,1997-05-25,25,Masculino,0980776887
4735,R00004736,Óscar,Palacio,1980-04-16,42,Masculino,0988433428
4736,R00004737,Alfonso,López,1993-03-03,29,Masculino,0989199573
4737,R00004738,José,Ospina,1986-11-24,36,Masculino,0984123521
4738,R00004739,Esperanza,Castro,1993-10-20,29,Femenino,0982671874
4739,R00004740,Ernesto,Romero,1985-07-29,37,Masculino,0989967855
4740,R00004741,Nidia,Díaz,1993-10-09,29,Femenino,0985655023
4741,R00004742,Gloria,Gómez,1973-11-10,49,Femenino,0989486495
4742,R00004743,Adriana,Toro,1997-08-23,25,Femenino,0985605377
4743,R00004744,Yasmín,Acosta,1993-09-04,29,Femenino,0981518162
4744,R00004745,María,Bolívar,1975-11-14,47,Femenino,0982764883
4745,R00004746,Yamile,Acevedo,1975-11-27,47,Femenino,0989691363
4746,R00004747,Adrián,Galindo,1977-11-04,45,Masculino,0984406643
4747,R00004748,Juan,Sánchez,1984-11-07,38,Masculino,0988606785
4748,R00004749,Julián,Arias,1987-03-27,35,Masculino,0989564183
4749,R00004750,Virginia,Pérez,1992-11-13,30,Femenino,0989239977
4750,R00004751,Esteban,Uribe,1997-06-23,25,Masculino,0989925842
4751,R00004752,Adolfo,Ortega,1979-02-13,43,Masculino,0989922032
4752,R00004753,Nilson,Vega,1983-09-02,39,Masculino,0987267096
4753,R00004754,José,Velásquez,1981-02-14,41,Masculino,0986937271
4754,R00004755,Cristian,Vega,1991-09-03,31,Masculino,0987339627
4755,R00004756,Sonia,Molina,1976-05-14,46,Femenino,0986506135
4756,R00004757,Daniel,Alvarado,1997-06-19,25,Masculino,0986779636
4757,R00004758,María,Leal,1974-06-29,48,Femenino,0983809027
4758,R00004759,Isabel,Moreno,1995-12-31,26,Femenino,0985496134
4759,R00004760,Javier,Camargo,1975-08-21,47,Masculino,0981151526
4760,R00004761,Sofía,Arrieta,1979-07-28,43,Femenino,0987575157
4761,R00004762,Paul,Figueroa,1988-05-24,34,Masculino,0980653089
4762,R00004763,Mary,Naranjo,1975-08-22,47,Femenino,0983744047
4763,R00004764,Carlos,Orozco,1984-11-26,38,Masculino,0983565970
4764,R00004765,Daniela,Vanegas,1994-07-11,28,Femenino,0982958550
4765,R00004766,Jaime,López,1994-10-25,28,Masculino,0981806215
4766,R00004767,Rocío,Peña,1991-03-25,31,Femenino,0985861617
4767,R00004768,Eduardo,González,1984-10-07,38,Masculino,0980261124
4768,R00004769,Gerardo,Silva,1997-11-26,25,Masculino,0981627815
4769,R00004770,Alejandro,Hurtado,1997-09-18,25,Masculino,0984137628
4770,R00004771,Mario,Hernández,1978-11-11,44,Masculino,0989738372
4771,R00004772,John,Patiño,1989-05-23,33,Masculino,0984721129
4772,R00004773,Manuel,Ibarra,1992-01-10,30,Masculino,0987248654
4773,R00004774,Luz,Mejía,1973-06-19,49,Femenino,0988593388
4774,R00004775,Edwin,Guzmán,1991-08-02,31,Masculino,0988785433
4775,R00004776,Luis,Mendoza,1989-01-01,33,Masculino,0981649129
4776,R00004777,Alba,Ramírez,1990-06-13,32,Femenino,0985995363
4777,R00004778,Mery,Prieto,1991-09-28,31,Femenino,0983636274
4778,R00004779,Nataly,Beltrán,1974-05-24,48,Femenino,0980529265
4779,R00004780,Edgar,Pinto,1989-06-12,33,Masculino,0982719624
4780,R00004781,Fredy,Puentes,1979-06-15,43,Masculino,0986124090
4781,R00004782,Julieth,Ospina,1984-12-02,38,Femenino,0989777562
4782,R00004783,Marcela,Valencia,1990-12-29,31,Femenino,0987418463
4783,R00004784,Miguel,Burbano,1984-10-06,38,Masculino,0980664870
4784,R00004785,Mary,Ramírez,1995-01-26,27,Femenino,0982726620
4785,R00004786,Jenny,Benavides,1977-08-20,45,Femenino,0980877856
4786,R00004787,Isabel,Murillo,1997-09-09,25,Femenino,0980505166
4787,R00004788,Ferney,Carvajal,1989-06-03,33,Masculino,0983891662
4788,R00004789,Esperanza,Montoya,1987-02-01,35,Femenino,0986547239
4789,R00004790,Ligia,Castro,1991-12-13,30,Femenino,0988518837
4790,R00004791,Juan,Uribe,1990-08-16,32,Masculino,0981334538
4791,R00004792,Miguel,Arango,1989-10-09,33,Masculino,0982453726
4792,R00004793,Enrique,Durán,1995-08-03,27,Masculino,0989425246
4793,R00004794,Luis,Gómez,1980-12-21,41,Masculino,0985737783
4794,R00004795,Leonor,Polo,1987-03-11,35,Femenino,0989704991
4795,R00004796,Miguel,Angarita,1985-04-18,37,Masculino,0987329136
4796,R00004797,Fredy,Cárdenas,1976-09-14,46,Masculino,0984876923
4797,R00004798,Hernán,Pérez,1989-09-23,33,Masculino,0986712056
4798,R00004799,Javier,Vélez,1982-07-27,40,Masculino,0985115719
4799,R00004800,Fernando,Espitia,1996-02-12,26,Masculino,0984943799
4800,R00004801,Lina,Prieto,1977-05-15,45,Femenino,0982386988
4801,R00004802,Liliana,Córdoba,1973-01-22,49,Femenino,0988417472
4802,R00004803,Alfonso,Parra,1987-12-06,34,Masculino,0983542810
4803,R00004804,Rita,Blanco,1990-06-25,32,Femenino,0988685233
4804,R00004805,Juan,Ospina,1978-01-17,44,Masculino,0989533686
4805,R00004806,Dairo,Gaitán,1989-09-13,33,Masculino,0984848452
4806,R00004807,Jhoana,Paz,1994-09-23,28,Femenino,0988638472
4807,R00004808,Alexander,Montenegro,1985-01-14,37,Masculino,0981147766
4808,R00004809,Janeth,Torres,1988-11-05,34,Femenino,0981982525
4809,R00004810,Vanesa,Rodríguez,1974-08-24,48,Femenino,0985125538
4810,R00004811,Jesús,Flórez,1994-12-24,27,Masculino,0981749283
4811,R00004812,Luz,Castaño,1976-08-25,46,Femenino,0984333193
4812,R00004813,Liliana,Sánchez,1975-06-07,47,Femenino,0984747066
4813,R00004814,Guillermo,Sánchez,1985-12-23,36,Masculino,0980262199
4814,R00004815,Luz,Bautista,1984-12-15,37,Femenino,0986729822
4815,R00004816,Lizeth,Ávila,1997-12-08,24,Femenino,0981957166
4816,R00004817,Rodrigo,Pineda,1983-09-12,39,Masculino,0986119379
4817,R00004818,Luis,Ortiz,1979-09-07,43,Masculino,0988879966
4818,R00004819,Julieth,Angulo,1986-02-28,36,Femenino,0980224721
4819,R00004820,Yaneth,González,1988-12-14,33,Femenino,0987709378
4820,R00004821,Ligia,Acosta,1976-07-29,46,Femenino,0983185065
4821,R00004822,Enrique,Cabrera,1988-08-06,34,Masculino,0980768623
4822,R00004823,John,López,1982-02-05,40,Masculino,0986379328
4823,R00004824,Jorge,Acosta,1981-11-08,41,Masculino,0989798811
4824,R00004825,Johnny,Riascos,1990-09-27,32,Masculino,0984726329
4825,R00004826,Olga,Soto,1977-03-12,45,Femenino,0987819856
4826,R00004827,Jair,Moreno,1982-10-08,40,Masculino,0987607271
4827,R00004828,Kevin,Ramírez,1987-07-14,35,Masculino,0983386614
4828,R00004829,Edgar,Betancur,1993-08-15,29,Masculino,0981545558
4829,R00004830,Ibeth,Mejía,1992-09-02,30,Femenino,0986243630
4830,R00004831,Nelly,Mejía,1974-12-25,47,Femenino,0989956412
4831,R00004832,Graciela,Zambrano,1979-03-15,43,Femenino,0980692825
4832,R00004833,Alexander,Delgado,1988-08-13,34,Masculino,0983579944
4833,R00004834,José,Barreto,1988-12-03,34,Masculino,0984998888
4834,R00004835,Jonathan,González,1975-04-29,47,Masculino,0986949862
4835,R00004836,Humberto,Castrillón,1985-01-16,37,Masculino,0984297627
4836,R00004837,Carmen,Contreras,1985-04-27,37,Femenino,0984288073
4837,R00004838,María,Mejía,1987-01-09,35,Femenino,0986265159
4838,R00004839,Alberto,Moreno,1980-11-17,42,Masculino,0989451168
4839,R00004840,Sonia,Molina,1984-11-07,38,Femenino,0984411535
4840,R00004841,Brandon,Ayala,1996-11-15,26,Masculino,0981633491
4841,R00004842,Jesús,Mosquera,1978-03-10,44,Masculino,0981585657
4842,R00004843,Rocío,Jiménez,1984-10-09,38,Femenino,0988514836
4843,R00004844,Daniel,Fernández,1981-06-18,41,Masculino,0981758580
4844,R00004845,Dario,Osorio,1994-12-27,27,Masculino,0982845726
4845,R00004846,Miguel,Ortiz,1983-08-11,39,Masculino,0986447245
4846,R00004847,Enrique,Muñoz,1973-10-31,49,Masculino,0988667956
4847,R00004848,Javier,García,1986-06-07,36,Masculino,0982389921
4848,R00004849,Augusto,Vallejo,1996-10-26,26,Masculino,0982805486
4849,R00004850,Alexander,González,1994-08-24,28,Masculino,0980347599
4850,R00004851,Julio,Giraldo,1982-09-01,40,Masculino,0987875415
4851,R00004852,Diego,Gómez,1980-03-25,42,Masculino,0982699167
4852,R00004853,Jair,Perdomo,1995-01-12,27,Masculino,0987644376
4853,R00004854,María,Trujillo,1984-01-01,38,Femenino,0988762150
4854,R00004855,Diego,Díaz,1979-07-29,43,Masculino,0981372480
4855,R00004856,Jhonatan,Romero,1996-02-01,26,Masculino,0983985942
4856,R00004857,Rodolfo,Torres,1990-10-07,32,Masculino,0981221490
4857,R00004858,Ariel,López,1996-08-18,26,Masculino,0985881772
4858,R00004859,Camilo,Serna,1997-11-16,25,Masculino,0984487799
4859,R00004860,Jesús,Garzón,1985-05-24,37,Masculino,0986576644
4860,R00004861,Deiby,Fernández,1976-07-04,46,Masculino,0989159321
4861,R00004862,Martha,Duarte,1973-09-26,49,Femenino,0981933878
4862,R00004863,Yamile,López,1978-12-20,43,Femenino,0981484880
4863,R00004864,Herney,Rueda,1993-11-18,29,Masculino,0987906229
4864,R00004865,Mariana,Ospina,1981-06-11,41,Femenino,0980744595
4865,R00004866,Andrés,López,1990-04-13,32,Masculino,0985851369
4866,R00004867,Elvira,Espinosa,1986-02-18,36,Femenino,0981752634
4867,R00004868,Fanny,Quintero,1983-06-29,39,Femenino,0989114064
4868,R00004869,Enrique,Velasco,1980-11-26,42,Masculino,0984982752
4869,R00004870,Enrique,Suárez,1988-03-23,34,Masculino,0983408462
4870,R00004871,Julieth,Pérez,1992-05-04,30,Femenino,0988672613
4871,R00004872,Andrés,Díaz,1979-04-26,43,Masculino,0984324335
4872,R00004873,Paola,Valderrama,1985-11-21,37,Femenino,0985906638
4873,R00004874,Juan,Ramírez,1974-11-24,48,Masculino,0981632144
4874,R00004875,David,Mendoza,1973-01-28,49,Masculino,0988513674
4875,R00004876,Dario,Amaya,1990-02-16,32,Masculino,0984216145
4876,R00004877,Marina,Gómez,1974-04-12,48,Femenino,0987202323
4877,R00004878,María,Montoya,1975-10-01,47,Femenino,0989966816
4878,R00004879,Brayan,Rivas,1986-08-05,36,Masculino,0985727616
4879,R00004880,Germán,Benítez,1979-06-15,43,Masculino,0987358449
4880,R00004881,Edward,Gómez,1973-03-13,49,Masculino,0989531222
4881,R00004882,Jorge,Vargas,1974-12-08,47,Masculino,0985758763
4882,R00004883,Alirio,Hernández,1976-01-10,46,Masculino,0989356248
4883,R00004884,Alicia,Marín,1985-10-28,37,Femenino,0985313950
4884,R00004885,María,Arrieta,1983-11-25,39,Femenino,0989886716
4885,R00004886,Cristian,Morales,1995-10-10,27,Masculino,0985361926
4886,R00004887,Nelly,Barrios,1983-09-03,39,Femenino,0981909986
4887,R00004888,Fredy,Ortega,1987-07-29,35,Masculino,0988859163
4888,R00004889,Edgar,Mosquera,1985-03-15,37,Masculino,0983704326
4889,R00004890,Orlando,Alzate,1979-07-28,43,Masculino,0985858562
4890,R00004891,Andrés,Torres,1975-10-10,47,Masculino,0986878039
4891,R00004892,Yuri,Delgado,1985-12-10,36,Femenino,0980259727
4892,R00004893,Juan,Rodríguez,1995-09-15,27,Masculino,0982635864
4893,R00004894,Javier,Vega,1980-09-08,42,Masculino,0984197980
4894,R00004895,Sebastián,Carvajal,1976-02-05,46,Masculino,0984349111
4895,R00004896,Sandra,Gómez,1979-08-28,43,Femenino,0981108947
4896,R00004897,María,Rodríguez,1994-11-20,28,Femenino,0984267892
4897,R00004898,Ricardo,Flórez,1973-05-09,49,Masculino,0989628885
4898,R00004899,Luisa,Medina,1974-03-14,48,Femenino,0988993139
4899,R00004900,Yuliana,Sepúlveda,1992-12-02,30,Femenino,0980899921
4900,R00004901,Luz,López,1981-07-24,41,Femenino,0984215150
4901,R00004902,Gloria,Navarro,1986-02-16,36,Femenino,0984195491
4902,R00004903,Hernán,Hurtado,1990-12-04,32,Masculino,0983399932
4903,R00004904,Leticia,Barreto,1992-07-15,30,Femenino,0982618063
4904,R00004905,Alberto,Perdomo,1985-04-15,37,Masculino,0989677230
4905,R00004906,Eduardo,Restrepo,1994-09-21,28,Masculino,0980154563
4906,R00004907,Ángel,Ordóñez,1989-05-24,33,Masculino,0983332319
4907,R00004908,José,Becerra,1973-10-30,49,Masculino,0980851862
4908,R00004909,Luis,Londoño,1977-11-21,45,Masculino,0989134857
4909,R00004910,Luz,Benavides,1978-10-27,44,Femenino,0984348096
4910,R00004911,Esteban,Jiménez,1988-01-15,34,Masculino,0984503556
4911,R00004912,Luz,García,1982-12-04,40,Femenino,0982288056
4912,R00004913,Liliana,Mendoza,1979-06-10,43,Femenino,0981474535
4913,R00004914,José,Mosquera,1982-01-06,40,Masculino,0986375293
4914,R00004915,Walter,Mora,1978-05-12,44,Masculino,0982391212
4915,R00004916,Ernesto,Cortés,1993-11-29,29,Masculino,0986226530
4916,R00004917,Jorge,Moreno,1997-08-15,25,Masculino,0980565262
4917,R00004918,Luis,Espinosa,1976-09-01,46,Masculino,0986984067
4918,R00004919,Nancy,Mosquera,1977-12-03,45,Femenino,0980723333
4919,R00004920,Marina,Sánchez,1994-09-07,28,Femenino,0989888024
4920,R00004921,Carlos,Espitia,1974-02-08,48,Masculino,0984218933
4921,R00004922,Miguel,Bernal,1992-07-16,30,Masculino,0985298799
4922,R00004923,Johana,Ruiz,1992-07-06,30,Femenino,0987137896
4923,R00004924,Fabio,Jiménez,1983-09-04,39,Masculino,0988776573
4924,R00004925,Andrea,Ramírez,1995-11-15,27,Femenino,0987928899
4925,R00004926,María,Rodríguez,1987-11-25,35,Femenino,0982153313
4926,R00004927,Luz,Rojas,1979-09-01,43,Femenino,0984258438
4927,R00004928,Ana,Velandia,1985-06-16,37,Femenino,0986259027
4928,R00004929,Pilar,Cortés,1983-04-14,39,Femenino,0985733496
4929,R00004930,Edgar,Martínez,1994-10-01,28,Masculino,0980648370
4930,R00004931,Verónica,Torres,1988-05-15,34,Femenino,0985293125
4931,R00004932,Zulma,Medina,1987-03-29,35,Femenino,0988492245
4932,R00004933,Wilmer,Zambrano,1977-11-30,45,Masculino,0984174052
4933,R00004934,Alonso,Galvis,1974-06-09,48,Masculino,0981935110
4934,R00004935,Gladys,Vega,1987-05-29,35,Femenino,0984594830
4935,R00004936,Arnulfo,Padilla,1977-12-27,44,Masculino,0987957079
4936,R00004937,Rafael,García,1995-03-04,27,Masculino,0981403224
4937,R00004938,Dora,Gaitán,1989-01-06,33,Femenino,0985329953
4938,R00004939,Adriana,Monroy,1974-02-28,48,Femenino,0989264556
4939,R00004940,Patricia,Arenas,1978-05-26,44,Femenino,0982367080
4940,R00004941,Lorena,Rodríguez,1987-01-15,35,Femenino,0980874312
4941,R00004942,Kelly,Valderrama,1982-07-06,40,Femenino,0983118713
4942,R00004943,Antonio,Monsalve,1985-01-22,37,Masculino,0986631570
4943,R00004944,Carlos,Herrera,1989-02-17,33,Masculino,0980844676
4944,R00004945,Alex,Angarita,1993-10-31,29,Masculino,0987324437
4945,R00004946,Helena,Jiménez,1986-07-06,36,Femenino,0982934337
4946,R00004947,Robinson,Martínez,1997-03-29,25,Masculino,0980199128
4947,R00004948,Jorge,Vallejo,1986-04-06,36,Masculino,0985177173
4948,R00004949,Luis,Guzmán,1975-01-13,47,Masculino,0981251738
