,IdD,NombreD,ApellidoD,FechaNacD,EdadD,GeneroD,TituloD,TelefonoD
4969,D00004970,Smith,López,1986-06-11,36,Masculino,Bachillerato,0989811847
4970,D00004971,Juan,Rivera,1990-04-26,32,Masculino,Bachillerato,0984769310
4971,D00004972,Jean,Romero,1988-04-20,34,Masculino,Licenciado,0984709114
4972,D00004973,Edgar,González,1986-09-30,36,Masculino,Bachillerato,0984791732
4973,D00004974,Daniel,Ardila,1990-06-28,32,Masculino,Tecnologo,0988817819
4974,D00004975,Martha,Sepúlveda,1974-11-22,48,Femenino,Maestria,0986367579
4975,D00004976,Zulma,Sánchez,1976-10-03,46,Femenino,Maestria,0985347116
4976,D00004977,Luisa,Ramírez,1986-12-07,35,Femenino,Maestria,0985993034
4977,D00004978,Jairo,Gutiérrez,1974-09-16,48,Masculino,Maestria,0982182185
4978,D00004979,Karen,García,1997-11-22,25,Femenino,Maestria,0982552236
4979,D00004980,Francisco,Cruz,1981-05-06,41,Masculino,Licenciado,0984709577
4980,D00004981,Felipe,Henao,1982-03-05,40,Masculino,Maestria,0981685869
4981,D00004982,Jesús,Vergara,1997-02-17,25,Masculino,Licenciado,0980964289
4982,D00004983,Daniel,Lozano,1994-04-29,28,Masculino,Licenciado,0989425233
4983,D00004984,Inés,González,1978-10-06,44,Femenino,Doctorado,0981134258
4984,D00004985,Mario,Martínez,1986-01-22,36,Masculino,Bachillerato,0986793116
4985,D00004986,Camilo,Márquez,1974-04-18,48,Masculino,Licenciado,0987762915
4986,D00004987,Laura,Acevedo,1978-12-29,43,Femenino,Bachillerato,0980176378
4987,D00004988,Magdalena,Cuesta,1974-12-12,47,Femenino,Licenciado,0980462841
4988,D00004989,Rosa,Mora,1987-05-30,35,Femenino,Licenciado,0983986929
4989,D00004990,Yulieth,Aguirre,1987-05-05,35,Femenino,Maestria,0988229892
4990,D00004991,Beatriz,Sánchez,1985-01-30,37,Femenino,Maestria,0985123166
4991,D00004992,Juan,Rodríguez,1983-09-23,39,Masculino,Licenciado,0985177323
4992,D00004993,Luz,Castillo,1993-06-04,29,Femenino,Tecnologo,0984721731
4993,D00004994,Liseth,Rincón,1994-07-07,28,Femenino,Bachillerato,0985651820
4994,D00004995,Edinson,Díaz,1994-10-09,28,Masculino,Bachillerato,0981457878
4995,D00004996,Martha,Serna,1987-06-14,35,Femenino,Bachillerato,0984135556
4996,D00004997,Andrés,Londoño,1980-06-21,42,Masculino,Bachillerato,0989929448
4997,D00004998,John,Córdoba,1980-08-11,42,Masculino,Bachillerato,0987926412
4998,D00004999,Jesús,Castillo,1990-08-07,32,Masculino,Doctorado,0982248033
4999,D00005000,Mercedes,Melo,1990-08-03,32,Femenino,Bachillerato,0985679359
5000,D00005001,María,Morales,1974-08-30,48,Femenino,Bachillerato,0988915858
5001,D00005002,Danilo,García,1981-04-25,41,Masculino,Doctorado,0980368245
5002,D00005003,Wilmer,Suárez,1982-12-19,39,Masculino,Tecnologo,0984598810
5003,D00005004,María,Franco,1990-12-20,31,Femenino,Licenciado,0985401167
5004,D00005005,Andrea,Romero,1976-08-15,46,Femenino,Tecnologo,0982681224
5005,D00005006,María,Salazar,1981-04-14,41,Femenino,Bachillerato,0982682676
5006,D00005007,Robert,Gutiérrez,1990-11-29,32,Masculino,Tecnologo,0982197384
5007,D00005008,Ángel,León,1986-04-18,36,Masculino,Licenciado,0980808867
5008,D00005009,Luis,Gamboa,1973-08-17,49,Masculino,Maestria,0983148045
5009,D00005010,Luis,Solano,1989-01-19,33,Masculino,Tecnologo,0985738168
5010,D00005011,Nubia,Aguirre,1997-12-06,24,Femenino,Licenciado,0985889262
5011,D00005012,Elizabeth,Sanabria,1988-08-13,34,Femenino,Maestria,0988823098
5012,D00005013,Abel,Galindo,1976-10-03,46,Masculino,Maestria,0982839751
5013,D00005014,Ruth,Sánchez,1997-02-15,25,Femenino,Maestria,0983665657
5014,D00005015,Rocío,Arroyo,1985-01-02,37,Femenino,Licenciado,0987224237
5015,D00005016,Beatriz,Mosquera,1986-01-07,36,Femenino,Tecnologo,0981175975
5016,D00005017,Yuli,López,1986-05-10,36,Femenino,Licenciado,0982101815
5017,D00005018,Diego,Bedoya,1982-10-30,40,Masculino,Bachillerato,0984987664
5018,D00005019,Fabián,Lozano,1983-04-01,39,Masculino,Doctorado,0984261154
5019,D00005020,José,Cerón,1989-10-09,33,Masculino,Tecnologo,0980466572
5020,D00005021,Patricia,Tovar,1992-10-13,30,Femenino,Licenciado,0987225299
5021,D00005022,Albeiro,Rincón,1987-12-21,34,Masculino,Bachillerato,0989527350
5022,D00005023,Santiago,Acosta,1996-03-21,26,Masculino,Licenciado,0985933473
5023,D00005024,Lucía,Ríos,1995-01-02,27,Femenino,Maestria,0982817684
5024,D00005025,Omar,Valencia,1984-03-25,38,Masculino,Doctorado,0982376714
5025,D00005026,José,Benavides,1986-03-12,36,Masculino,Bachillerato,0986232247
5026,D00005027,Inés,Oviedo,1995-01-20,27,Femenino,Doctorado,0983967374
5027,D00005028,Cindy,Prieto,1973-05-23,49,Femenino,Maestria,0989501560
5028,D00005029,Anderson,Sánchez,1985-03-31,37,Masculino,Bachillerato,0981589112
5029,D00005030,Carlos,Peña,1986-08-31,36,Masculino,Bachillerato,0988959249
5030,D00005031,María,Hernández,1988-11-21,34,Femenino,Licenciado,0984373187
5031,D00005032,José,Fajardo,1981-10-04,41,Masculino,Bachillerato,0987921885
5032,D00005033,Verónica,García,1986-06-07,36,Femenino,Tecnologo,0981731172
5033,D00005034,Germán,Quintero,1985-01-18,37,Masculino,Maestria,0986856396
5034,D00005035,José,Escobar,1982-06-24,40,Masculino,Maestria,0983908531
5035,D00005036,Alexandra,Fernández,1973-12-05,49,Femenino,Bachillerato,0984373287
5036,D00005037,Humberto,Vásquez,1987-11-27,35,Masculino,Tecnologo,0989784138
5037,D00005038,Christian,Méndez,1991-12-09,30,Masculino,Tecnologo,0986678519
5038,D00005039,Juan,Flórez,1994-07-06,28,Masculino,Maestria,0983456614
5039,D00005040,William,Gómez,1980-08-09,42,Masculino,Tecnologo,0986478815
5040,D00005041,Diana,Vélez,1995-07-15,27,Femenino,Licenciado,0987156918
5041,D00005042,Carlos,Barrios,1995-02-26,27,Masculino,Licenciado,0981671020
5042,D00005043,Anderson,Ariza,1990-12-14,31,Masculino,Maestria,0987886913
5043,D00005044,Javier,Parra,1992-03-22,30,Masculino,Tecnologo,0987886871
5044,D00005045,Yolanda,Ospina,1992-09-24,30,Femenino,Licenciado,0987735323
5045,D00005046,Felipe,Gómez,1997-01-18,25,Masculino,Licenciado,0981592093
5046,D00005047,Jorge,Muñoz,1983-10-01,39,Masculino,Tecnologo,0983278399
5047,D00005048,Wilmer,López,1984-02-26,38,Masculino,Licenciado,0980672593
5048,D00005049,Roberto,Navarro,1988-11-15,34,Masculino,Tecnologo,0980597951
5049,D00005050,Luisa,Gutiérrez,1990-05-24,32,Femenino,Doctorado,0983373464
5050,D00005051,Alejandro,García,1995-07-20,27,Masculino,Licenciado,0984952781
5051,D00005052,María,Hurtado,1989-05-30,33,Femenino,Maestria,0986809765
5052,D00005053,Antonio,Quintero,1987-02-28,35,Masculino,Licenciado,0989223172
5053,D00005054,Luis,Gómez,1983-09-28,39,Masculino,Licenciado,0989145338
5054,D00005055,Maira,Sierra,1987-10-09,35,Femenino,Maestria,0982541310
5055,D00005056,Julián,Uribe,1983-08-13,39,Masculino,Bachillerato,0984179555
5056,D00005057,Esther,Hernández,1987-07-02,35,Femenino,Maestria,0989741224
5057,D00005058,Diego,Salazar,1978-10-15,44,Masculino,Tecnologo,0982589061
5058,D00005059,Juan,Carrillo,1987-05-09,35,Masculino,Maestria,0985602870
5059,D00005060,Ricardo,Vásquez,1997-09-02,25,Masculino,Licenciado,0985405674
5060,D00005061,Antonio,Pineda,1973-09-18,49,Masculino,Bachillerato,0986169132
5061,D00005062,Juan,Gómez,1983-12-08,38,Masculino,Bachillerato,0981297093
5062,D00005063,María,Villa,1989-01-09,33,Femenino,Tecnologo,0988175732
5063,D00005064,Isabel,Vargas,1984-01-29,38,Femenino,Licenciado,0985215037
5064,D00005065,Diego,Suárez,1997-07-19,25,Masculino,Licenciado,0983556874
5065,D00005066,Jairo,Bravo,1981-02-17,41,Masculino,Doctorado,0982716485
5066,D00005067,Iván,Rodríguez,1996-01-24,26,Masculino,Maestria,0983398173
5067,D00005068,Hernando,Rojas,1980-04-24,42,Masculino,Maestria,0987327861
5068,D00005069,Yuli,Arias,1994-03-16,28,Femenino,Maestria,0988628225
5069,D00005070,María,Saavedra,1993-07-06,29,Femenino,Bachillerato,0986662062
5070,D00005071,Julián,Mora,1996-10-23,26,Masculino,Doctorado,0988686336
5071,D00005072,Manuel,Barbosa,1983-02-19,39,Masculino,Tecnologo,0985794926
5072,D00005073,Camila,Osorio,1993-04-18,29,Femenino,Licenciado,0984915885
5073,D00005074,Mayra,Rodríguez,1989-05-18,33,Femenino,Doctorado,0981195699
5074,D00005075,Alexander,Durán,1978-03-09,44,Masculino,Tecnologo,0986925185
5075,D00005076,Miguel,Jaimes,1992-04-18,30,Masculino,Tecnologo,0980347534
5076,D00005077,Daniel,Murillo,1990-09-10,32,Masculino,Bachillerato,0980195551
5077,D00005078,Alejandra,Garzón,1982-07-27,40,Femenino,Bachillerato,0983716366
5078,D00005079,Heidy,Duarte,1996-12-30,25,Femenino,Bachillerato,0980241970
5079,D00005080,Luz,Mosquera,1984-07-08,38,Femenino,Bachillerato,0980684093
5080,D00005081,Esteban,Martínez,1997-05-05,25,Masculino,Bachillerato,0983825390
5081,D00005082,David,Palacios,1995-11-09,27,Masculino,Licenciado,0982537187
5082,D00005083,Camilo,Loaiza,1978-02-22,44,Masculino,Tecnologo,0989201025
5083,D00005084,Sandra,Caicedo,1981-03-17,41,Femenino,Licenciado,0985687128
5084,D00005085,Anderson,Sanabria,1984-02-05,38,Masculino,Maestria,0980784041
5085,D00005086,Elizabeth,Giraldo,1993-12-29,28,Femenino,Tecnologo,0986871331
5086,D00005087,Viviana,Zapata,1976-07-13,46,Femenino,Maestria,0981326276
5087,D00005088,Manuel,Álvarez,1995-04-14,27,Masculino,Tecnologo,0988351894
5088,D00005089,Daniel,Reyes,1990-02-19,32,Masculino,Bachillerato,0987845439
5089,D00005090,Elsa,Ospino,1988-01-26,34,Femenino,Tecnologo,0981615766
5090,D00005091,Hugo,Cárdenas,1987-06-28,35,Masculino,Maestria,0985747726
5091,D00005092,Héctor,Muñoz,1979-02-26,43,Masculino,Licenciado,0981584068
5092,D00005093,Ricardo,Sánchez,1975-06-10,47,Masculino,Maestria,0986242254
5093,D00005094,María,Castaño,1990-01-28,32,Femenino,Maestria,0983922215
5094,D00005095,Andrés,García,1987-10-04,35,Masculino,Maestria,0982591927
5095,D00005096,José,Arenas,1995-11-13,27,Masculino,Maestria,0983675939
5096,D00005097,Rafael,Pérez,1987-10-31,35,Masculino,Bachillerato,0985173362
5097,D00005098,Jhon,Moreno,1988-05-16,34,Masculino,Doctorado,0987262286
5098,D00005099,Lina,Salazar,1994-12-06,27,Femenino,Licenciado,0988716430
5099,D00005100,Esteban,Ortiz,1989-03-26,33,Masculino,Maestria,0986965779
5100,D00005101,Luis,González,1992-08-30,30,Masculino,Licenciado,0988189616
5101,D00005102,William,Sánchez,1987-05-11,35,Masculino,Maestria,0980124285
5102,D00005103,Patricia,Murillo,1983-09-19,39,Femenino,Licenciado,0987662797
5103,D00005104,Carmen,Mesa,1996-07-20,26,Femenino,Licenciado,0987295734
5104,D00005105,Luz,Agudelo,1973-03-18,49,Femenino,Bachillerato,0983512463
5105,D00005106,Miguel,Barrera,1979-11-17,43,Masculino,Maestria,0980635474
5106,D00005107,Eduardo,Rincón,1987-08-09,35,Masculino,Licenciado,0980842093
5107,D00005108,Dora,Puentes,1994-04-16,28,Femenino,Maestria,0987191666
5108,D00005109,Alberto,Padilla,1981-12-23,40,Masculino,Licenciado,0986985476
5109,D00005110,Alba,Salcedo,1992-04-19,30,Femenino,Licenciado,0980517623
5110,D00005111,Ángela,Reyes,1983-12-18,38,Femenino,Maestria,0986288320
5111,D00005112,David,Mejía,1996-03-19,26,Masculino,Bachillerato,0988509297
5112,D00005113,Martha,Bernal,1994-08-27,28,Femenino,Bachillerato,0983835896
5113,D00005114,Camilo,Rodríguez,1984-12-13,37,Masculino,Tecnologo,0984252530
5114,D00005115,Jorge,Silva,1993-07-18,29,Masculino,Maestria,0989266945
5115,D00005116,Jaime,González,1988-03-20,34,Masculino,Maestria,0987285369
5116,D00005117,William,Perdomo,1987-03-25,35,Masculino,Doctorado,0981997434
5117,D00005118,Gabriela,Corredor,1989-06-14,33,Femenino,Bachillerato,0980907392
5118,D00005119,Ana,Sánchez,1983-11-15,39,Femenino,Licenciado,0981415566
5119,D00005120,Ángel,Camacho,1979-05-29,43,Masculino,Licenciado,0982547133
5120,D00005121,Isabel,Ramírez,1984-01-15,38,Femenino,Bachillerato,0981779095
5121,D00005122,Luis,Álvarez,1986-08-06,36,Masculino,Bachillerato,0982746771
5122,D00005123,Javier,Restrepo,1973-01-30,49,Masculino,Tecnologo,0986113016
5123,D00005124,Cristina,Gómez,1979-10-22,43,Femenino,Tecnologo,0985671799
5124,D00005125,Milton,Bustos,1973-10-27,49,Masculino,Bachillerato,0983177836
5125,D00005126,Sara,Vargas,1997-06-24,25,Femenino,Maestria,0981927468
5126,D00005127,Diego,Herrera,1987-03-22,35,Masculino,Tecnologo,0985783445
5127,D00005128,Jorge,Becerra,1987-04-29,35,Masculino,Tecnologo,0985845431
5128,D00005129,Laura,Londoño,1977-02-15,45,Femenino,Licenciado,0981308835
5129,D00005130,León,Vargas,1978-11-08,44,Masculino,Maestria,0989502575
5130,D00005131,Ángel,Pinto,1993-07-10,29,Masculino,Licenciado,0984592544
5131,D00005132,Albeiro,Salazar,1991-01-02,31,Masculino,Maestria,0981803672
5132,D00005133,Elisa,Corredor,1976-05-10,46,Femenino,Licenciado,0980248549
5133,D00005134,Mireya,Castillo,1986-02-06,36,Femenino,Bachillerato,0984613951
5134,D00005135,Yaneth,Arrieta,1992-04-01,30,Femenino,Bachillerato,0985997976
5135,D00005136,Misael,Arias,1982-01-23,40,Masculino,Licenciado,0988679617
5136,D00005137,Ferney,Sanabria,1979-12-11,42,Masculino,Maestria,0982933186
5137,D00005138,Augusto,Ruiz,1975-01-27,47,Masculino,Licenciado,0987887057
5138,D00005139,David,Zambrano,1980-04-01,42,Masculino,Maestria,0980977024
5139,D00005140,Armando,Villamizar,1986-03-16,36,Masculino,Tecnologo,0980612952
5140,D00005141,María,Gómez,1995-11-21,27,Femenino,Licenciado,0988856219
5141,D00005142,Stiven,Yepes,1986-12-19,35,Masculino,Licenciado,0987216563
5142,D00005143,Diana,Becerra,1978-02-21,44,Femenino,Bachillerato,0986716325
5143,D00005144,Johanna,Ramírez,1989-02-13,33,Femenino,Maestria,0986321769
5144,D00005145,Andrés,Parra,1991-11-09,31,Masculino,Tecnologo,0988378348
5145,D00005146,Elizabeth,Ávila,1986-01-01,36,Femenino,Maestria,0985959184
5146,D00005147,Gabriel,Páez,1976-01-25,46,Masculino,Bachillerato,0988178080
5147,D00005148,Guillermo,González,1991-04-01,31,Masculino,Bachillerato,0980675557
5148,D00005149,Martín,Hoyos,1985-04-30,37,Masculino,Doctorado,0982412667
5149,D00005150,Carlos,Rojas,1997-02-10,25,Masculino,Licenciado,0981813453
5150,D00005151,Arturo,Hernández,1978-10-16,44,Masculino,Licenciado,0986349690
5151,D00005152,Sofía,Cano,1982-04-30,40,Femenino,Licenciado,0987342063
5152,D00005153,Alexis,Valencia,1980-07-17,42,Masculino,Maestria,0985498765
5153,D00005154,Alba,Padilla,1975-07-18,47,Femenino,Bachillerato,0981516674
5154,D00005155,Hernando,González,1996-05-02,26,Masculino,Licenciado,0982553955
5155,D00005156,Eduardo,Gómez,1976-05-28,46,Masculino,Maestria,0986126185
5156,D00005157,Andrés,Durán,1974-09-09,48,Masculino,Maestria,0987148069
5157,D00005158,Valentina,Parra,1986-07-06,36,Femenino,Licenciado,0987438021
5158,D00005159,Luis,Ríos,1973-06-27,49,Masculino,Bachillerato,0981536485
5159,D00005160,Viviana,Barreto,1979-06-25,43,Femenino,Maestria,0982148452
5160,D00005161,Robert,Herrera,1989-06-25,33,Masculino,Tecnologo,0988352894
5161,D00005162,Jorge,Gómez,1984-12-25,37,Masculino,Tecnologo,0983364955
5162,D00005163,María,Aguilar,1993-02-19,29,Femenino,Tecnologo,0986441413
5163,D00005164,Mario,Rodríguez,1975-03-13,47,Masculino,Bachillerato,0985279833
5164,D00005165,María,Murillo,1991-12-22,30,Femenino,Doctorado,0980267214
5165,D00005166,Sebastián,Suárez,1997-06-09,25,Masculino,Maestria,0980845819
5166,D00005167,Jair,García,1992-04-24,30,Masculino,Maestria,0989313557
5167,D00005168,Sandra,Bravo,1984-08-19,38,Femenino,Tecnologo,0980388680
5168,D00005169,Bibiana,Jiménez,1989-11-28,33,Femenino,Tecnologo,0987834362
5169,D00005170,Tatiana,Ruiz,1979-10-03,43,Femenino,Bachillerato,0987592884
5170,D00005171,Andrés,Cruz,1981-06-23,41,Masculino,Doctorado,0980811479
5171,D00005172,Alejandro,Ramos,1984-02-10,38,Masculino,Bachillerato,0981317560
5172,D00005173,Giovanni,Díaz,1977-07-07,45,Masculino,Bachillerato,0988314737
5173,D00005174,Santiago,Pineda,1991-06-02,31,Masculino,Tecnologo,0989896710
5174,D00005175,Marlén,Arango,1976-10-29,46,Femenino,Licenciado,0983862277
5175,D00005176,Edgar,Sánchez,1992-06-17,30,Masculino,Maestria,0987548327
5176,D00005177,Martha,Bermúdez,1977-05-02,45,Femenino,Maestria,0986508376
5177,D00005178,Óscar,Gutiérrez,1990-10-15,32,Masculino,Bachillerato,0983585139
5178,D00005179,Henry,Fernández,1980-10-01,42,Masculino,Bachillerato,0982811675
5179,D00005180,Beatriz,Muñoz,1977-12-24,44,Femenino,Maestria,0985251627
5180,D00005181,Luz,Vanegas,1985-12-19,36,Femenino,Bachillerato,0980772338
5181,D00005182,Sandra,Ospina,1988-02-13,34,Femenino,Licenciado,0981363960
5182,D00005183,Yaneth,Mosquera,1985-01-21,37,Femenino,Tecnologo,0980105295
5183,D00005184,Yulieth,Rojas,1973-11-29,49,Femenino,Licenciado,0981632830
5184,D00005185,Álvaro,Montoya,1988-11-06,34,Masculino,Licenciado,0981981621
5185,D00005186,Martha,Martínez,1976-04-07,46,Femenino,Doctorado,0986662830
5186,D00005187,Alfonso,Martínez,1980-06-05,42,Masculino,Doctorado,0984604988
5187,D00005188,Paola,Gómez,1983-08-26,39,Femenino,Bachillerato,0986695661
5188,D00005189,Edgar,Pérez,1992-10-27,30,Masculino,Maestria,0982997792
5189,D00005190,Ana,López,1980-04-11,42,Femenino,Bachillerato,0980807645
5190,D00005191,Martín,Monroy,1990-04-07,32,Masculino,Tecnologo,0986183543
5191,D00005192,Marlene,López,1975-03-09,47,Femenino,Doctorado,0984939275
5192,D00005193,Andrés,Contreras,1976-07-12,46,Masculino,Bachillerato,0987377211
5193,D00005194,Enrique,Rojas,1973-04-13,49,Masculino,Licenciado,0988515867
5194,D00005195,Jairo,Patiño,1977-06-12,45,Masculino,Bachillerato,0980152650
5195,D00005196,Fabio,Gómez,1983-06-29,39,Masculino,Maestria,0984351511
5196,D00005197,Julieth,Figueroa,1977-09-05,45,Femenino,Tecnologo,0984933866
5197,D00005198,Patricia,Rojas,1993-07-27,29,Femenino,Maestria,0986277012
5198,D00005199,Alfonso,Galvis,1976-10-29,46,Masculino,Licenciado,0984183533
5199,D00005200,Carlos,Ortiz,1997-01-23,25,Masculino,Bachillerato,0983641741
5200,D00005201,José,Medina,1979-11-07,43,Masculino,Licenciado,0981757626
5201,D00005202,Maribel,Acosta,1995-11-04,27,Femenino,Bachillerato,0981156061
5202,D00005203,Katherine,Hernández,1979-02-06,43,Femenino,Maestria,0983835153
5203,D00005204,Marlon,Rojas,1990-10-20,32,Masculino,Maestria,0986592497
5204,D00005205,Sofía,Blanco,1993-06-17,29,Femenino,Tecnologo,0989878683
5205,D00005206,Alexander,Mendoza,1992-05-01,30,Masculino,Licenciado,0981501972
5206,D00005207,Roberto,Rivera,1984-06-04,38,Masculino,Tecnologo,0983576061
5207,D00005208,Rosalba,Bolívar,1996-01-03,26,Femenino,Licenciado,0986551759
5208,D00005209,Henry,Acosta,1980-03-04,42,Masculino,Licenciado,0981162820
5209,D00005210,William,Parra,1981-07-15,41,Masculino,Bachillerato,0988736875
5210,D00005211,Juan,Acosta,1973-11-12,49,Masculino,Licenciado,0988558479
5211,D00005212,Sandra,Córdoba,1994-04-14,28,Femenino,Bachillerato,0988694513
5212,D00005213,Eliecer,Rivera,1997-08-05,25,Masculino,Maestria,0985906865
5213,D00005214,Hermes,Ramírez,1989-05-03,33,Masculino,Licenciado,0984818795
5214,D00005215,César,Jaimes,1984-01-14,38,Masculino,Doctorado,0989372332
5215,D00005216,Margarita,Salamanca,1975-04-22,47,Femenino,Licenciado,0988806324
5216,D00005217,Gabriela,Calderón,1996-12-27,25,Femenino,Bachillerato,0988724746
5217,D00005218,Amanda,Jaramillo,1984-11-25,38,Femenino,Bachillerato,0987388911
5218,D00005219,César,Pedraza,1996-01-30,26,Masculino,Tecnologo,0982337572
5219,D00005220,Martha,Parra,1981-04-07,41,Femenino,Maestria,0986913472
5220,D00005221,Julieth,Mejía,1997-03-31,25,Femenino,Maestria,0988424712
5221,D00005222,Gerardo,Rivera,1981-12-11,40,Masculino,Tecnologo,0984418750
5222,D00005223,Blanca,Meneses,1984-02-11,38,Femenino,Maestria,0984159383
5223,D00005224,Luz,Sanabria,1974-01-23,48,Femenino,Maestria,0989225112
5224,D00005225,Mabel,Pinzón,1982-05-16,40,Femenino,Doctorado,0982902275
5225,D00005226,Cristian,Gómez,1974-04-21,48,Masculino,Licenciado,0985708151
5226,D00005227,Luz,Gómez,1987-06-07,35,Femenino,Licenciado,0982966560
5227,D00005228,Franklin,Vega,1982-04-08,40,Masculino,Licenciado,0984656163
5228,D00005229,Adolfo,Gutiérrez,1993-09-01,29,Masculino,Tecnologo,0988268574
5229,D00005230,Patricia,Gómez,1991-12-28,30,Femenino,Licenciado,0985468134
5230,D00005231,Carlos,Duque,1995-02-11,27,Masculino,Tecnologo,0981788391
5231,D00005232,Arley,Gómez,1991-03-31,31,Masculino,Licenciado,0987239740
5232,D00005233,Cristian,López,1992-01-10,30,Masculino,Licenciado,0987319958
5233,D00005234,Stiven,Pulido,1986-02-23,36,Masculino,Licenciado,0981106851
5234,D00005235,Sebastián,Suárez,1980-04-10,42,Masculino,Licenciado,0981484413
5235,D00005236,Manuel,García,1982-08-06,40,Masculino,Tecnologo,0985748712
5236,D00005237,Víctor,Acosta,1988-02-02,34,Masculino,Licenciado,0987637715
5237,D00005238,Doris,Ariza,1978-08-09,44,Femenino,Maestria,0981575653
5238,D00005239,María,Barragán,1996-01-28,26,Femenino,Licenciado,0984779621
5239,D00005240,Mireya,Guzmán,1981-05-10,41,Femenino,Licenciado,0984471658
5240,D00005241,Nel,Bedoya,1986-01-16,36,Masculino,Maestria,0984407066
5241,D00005242,Walter,Vargas,1973-04-16,49,Masculino,Bachillerato,0985513815
5242,D00005243,José,Marín,1994-05-06,28,Masculino,Bachillerato,0981247057
5243,D00005244,Alirio,Trujillo,1974-01-05,48,Masculino,Licenciado,0983351087
5244,D00005245,Iván,Montes,1993-01-18,29,Masculino,Maestria,0980247471
5245,D00005246,José,Álvarez,1985-06-16,37,Masculino,Licenciado,0985962891
5246,D00005247,Javier,Hernández,1976-11-30,46,Masculino,Bachillerato,0988149529
5247,D00005248,Diana,Bermúdez,1979-01-03,43,Femenino,Bachillerato,0980889278
5248,D00005249,Brayan,Muñoz,1987-08-25,35,Masculino,Bachillerato,0980886986
5249,D00005250,Daniela,Jaimes,1979-01-09,43,Femenino,Licenciado,0981531996
5250,D00005251,Tulio,Gutiérrez,1992-07-13,30,Masculino,Bachillerato,0986253431
5251,D00005252,Sandra,Castaño,1982-07-21,40,Femenino,Tecnologo,0983611866
5252,D00005253,Nelson,García,1976-03-31,46,Masculino,Bachillerato,0984649596
5253,D00005254,Alfonso,Martínez,1994-12-27,27,Masculino,Bachillerato,0982969591
5254,D00005255,Liliana,Martínez,1979-01-29,43,Femenino,Licenciado,0982251725
5255,D00005256,Alfonso,Rubio,1982-05-15,40,Masculino,Maestria,0984595649
5256,D00005257,María,Arias,1978-11-30,44,Femenino,Bachillerato,0986914277
5257,D00005258,Mauricio,Benavides,1979-09-16,43,Masculino,Doctorado,0981454879
5258,D00005259,Alejandro,Montes,1980-11-05,42,Masculino,Licenciado,0983931976
5259,D00005260,Yesid,Tamayo,1997-07-18,25,Masculino,Maestria,0982289861
5260,D00005261,Carmen,Ruiz,1987-12-20,34,Femenino,Doctorado,0987407164
5261,D00005262,Gloria,Ramírez,1986-05-26,36,Femenino,Maestria,0985125119
5262,D00005263,Eugenia,Gómez,1976-01-12,46,Femenino,Maestria,0983103995
5263,D00005264,Wendy,Fernández,1980-12-25,41,Femenino,Bachillerato,0981494388
5264,D00005265,Marco,Carvajal,1976-10-16,46,Masculino,Tecnologo,0983846162
5265,D00005266,Jhon,Gómez,1996-10-25,26,Masculino,Licenciado,0983824912
5266,D00005267,Alexander,Caballero,1990-09-07,32,Masculino,Licenciado,0988265647
5267,D00005268,Edwar,Jiménez,1997-06-09,25,Masculino,Doctorado,0989431762
5268,D00005269,Luz,Rojas,1984-12-28,37,Femenino,Licenciado,0986553416
5269,D00005270,Carlos,Arrieta,1984-07-10,38,Masculino,Tecnologo,0984209499
5270,D00005271,Dairo,Murillo,1983-10-16,39,Masculino,Licenciado,0989727351
5271,D00005272,Jhonatan,Montoya,1995-05-06,27,Masculino,Licenciado,0988582365
5272,D00005273,Jairo,Hernández,1981-07-19,41,Masculino,Maestria,0986331293
5273,D00005274,Patricia,Arenas,1994-10-07,28,Femenino,Licenciado,0984363219
5274,D00005275,Eliecer,Rueda,1991-05-17,31,Masculino,Doctorado,0980415696
5275,D00005276,Jesús,Díaz,1976-05-01,46,Masculino,Maestria,0986157027
5276,D00005277,Fredy,Gómez,1993-02-26,29,Masculino,Licenciado,0981624566
5277,D00005278,Jaime,Cuéllar,1994-07-03,28,Masculino,Licenciado,0986434141
5278,D00005279,Alejandro,Campo,1981-01-17,41,Masculino,Licenciado,0986153874
5279,D00005280,Isaías,Torres,1973-01-16,49,Masculino,Tecnologo,0982861082
5280,D00005281,Cecilia,Ramos,1983-04-01,39,Femenino,Licenciado,0980767259
5281,D00005282,Valentina,Mercado,1994-12-29,27,Femenino,Licenciado,0985363882
5282,D00005283,Jessica,Rivera,1995-04-09,27,Femenino,Maestria,0987331377
5283,D00005284,Ernesto,López,1996-04-12,26,Masculino,Licenciado,0989277288
5284,D00005285,Fernanda,Chaparro,1979-03-13,43,Femenino,Licenciado,0986284169
5285,D00005286,Diego,Chacón,1983-10-21,39,Masculino,Licenciado,0984739159
5286,D00005287,Mónica,Barrera,1981-07-01,41,Femenino,Licenciado,0989181161
5287,D00005288,Daniela,Mercado,1991-01-28,31,Femenino,Maestria,0985998441
5288,D00005289,Yury,Arrieta,1975-09-10,47,Femenino,Maestria,0985987066
5289,D00005290,Laura,Galeano,1988-10-04,34,Femenino,Maestria,0989321229
5290,D00005291,Enrique,Rivas,1989-01-24,33,Masculino,Maestria,0980667479
5291,D00005292,Antonio,Giraldo,1997-09-18,25,Masculino,Tecnologo,0982564124
5292,D00005293,María,Villa,1992-06-05,30,Femenino,Doctorado,0986934320
5293,D00005294,José,López,1983-12-26,38,Masculino,Bachillerato,0984977711
