,IdE,NombreE,ApellidoE,FechaNacE,EdadE,GeneroE
6062,E00006063,Antonio,Meza,2017-11-15,5,Masculino
6063,E00006064,Juan,Murillo,2019-10-12,3,Masculino
6064,E00006065,Teresa,Lozano,2020-03-21,2,Femenino
6065,E00006066,Adolfo,Correa,2019-03-22,3,Masculino
6066,E00006067,Luis,Palacio,2018-12-25,3,Masculino
6067,E00006068,Edisson,Ballesteros,2020-07-21,2,Masculino
6068,E00006069,Johana,Jiménez,2020-07-26,2,Femenino
6069,E00006070,Inés,Pineda,2019-05-01,3,Femenino
6070,E00006071,Dario,Cerón,2019-06-30,3,Masculino
6071,E00006072,Johana,Lozano,2019-11-14,3,Femenino
6072,E00006073,Jairo,Pérez,2020-03-29,2,Masculino
6073,E00006074,Leidy,Escobar,2020-07-26,2,Femenino
6074,E00006075,Jorge,Hernández,2019-12-04,3,Masculino
6075,E00006076,Patricia,Gómez,2018-10-08,4,Femenino
6076,E00006077,Teresa,Castellanos,2020-05-29,2,Femenino
6077,E00006078,Luz,Betancur,2019-02-15,3,Femenino
6078,E00006079,Martha,Fuentes,2020-02-27,2,Femenino
6079,E00006080,Francisco,Hoyos,2018-12-10,3,Masculino
6080,E00006081,Augusto,Martínez,2018-04-06,4,Masculino
6081,E00006082,Ruth,Hernández,2018-06-15,4,Femenino
6082,E00006083,Edgar,López,2020-05-29,2,Masculino
6083,E00006084,Esperanza,Cifuentes,2018-05-11,4,Femenino
6084,E00006085,Dario,López,2020-01-26,2,Masculino
6085,E00006086,Anderson,Rentería,2019-11-29,3,Masculino
6086,E00006087,Julio,Osorio,2018-06-11,4,Masculino
6087,E00006088,José,López,2018-10-17,4,Masculino
6088,E00006089,Patricia,Quiroz,2018-12-01,4,Femenino
6089,E00006090,Blanca,Mesa,2019-12-21,2,Femenino
6090,E00006091,Jhon,Castañeda,2020-02-02,2,Masculino
6091,E00006092,Omar,Arias,2019-03-02,3,Masculino
6092,E00006093,Luisa,Marín,2018-12-03,4,Femenino
6093,E00006094,James,Bravo,2020-02-12,2,Masculino
6094,E00006095,Jesús,Salcedo,2020-07-26,2,Masculino
6095,E00006096,Augusto,Gómez,2018-02-04,4,Masculino
6096,E00006097,Manuel,Osorio,2019-08-19,3,Masculino
6097,E00006098,Smith,Salazar,2019-09-25,3,Masculino
6098,E00006099,Lorena,García,2019-08-16,3,Femenino
6099,E00006100,Andrés,Peña,2018-06-01,4,Masculino
6100,E00006101,Esperanza,Barreto,2018-10-17,4,Femenino
6101,E00006102,Juan,Pérez,2017-09-08,5,Masculino
6102,E00006103,Eduardo,Beltrán,2018-09-05,4,Masculino
6103,E00006104,José,Gómez,2020-06-17,2,Masculino
6104,E00006105,Paola,Torres,2020-07-31,2,Femenino
6105,E00006106,Jhon,Duarte,2018-09-10,4,Masculino
6106,E00006107,Jesús,Gallego,2020-04-13,2,Masculino
6107,E00006108,María,Uribe,2020-08-15,2,Femenino
6108,E00006109,Jhoana,Mejía,2017-11-26,5,Femenino
6109,E00006110,Julio,Cabrera,2017-11-26,5,Masculino
6110,E00006111,Patricia,Guzmán,2018-11-06,4,Femenino
6111,E00006112,María,Rojas,2017-11-11,5,Femenino
6112,E00006113,María,Herrera,2018-12-20,3,Femenino
6113,E00006114,Francia,Morales,2018-10-04,4,Femenino
6114,E00006115,Carlos,Vásquez,2017-10-07,5,Masculino
6115,E00006116,Alejandra,Guerrero,2018-03-29,4,Femenino
6116,E00006117,Óscar,Ruiz,2018-04-02,4,Masculino
6117,E00006118,María,Agudelo,2017-10-05,5,Femenino
6118,E00006119,Jessica,Cardona,2018-08-11,4,Femenino
6119,E00006120,Sandra,Herrera,2020-04-30,2,Femenino
6120,E00006121,Martín,Bejarano,2020-03-19,2,Masculino
6121,E00006122,Valentina,Martínez,2018-12-16,3,Femenino
6122,E00006123,María,Bedoya,2018-01-28,4,Femenino
6123,E00006124,Inés,Valencia,2017-12-30,4,Femenino
6124,E00006125,Javier,Torres,2018-06-23,4,Masculino
6125,E00006126,José,Ruiz,2018-05-16,4,Masculino
6126,E00006127,Luis,Villegas,2018-12-03,4,Masculino
6127,E00006128,Doris,Rojas,2020-06-20,2,Femenino
6128,E00006129,Deyanira,Jaimes,2018-10-26,4,Femenino
6129,E00006130,Juliana,Polo,2018-10-11,4,Femenino
6130,E00006131,Miguel,Cantillo,2019-12-17,2,Masculino
6131,E00006132,Isabel,Montoya,2018-06-20,4,Femenino
6132,E00006133,David,Manrique,2018-11-26,4,Masculino
6133,E00006134,Marcela,Arango,2020-01-14,2,Femenino
6134,E00006135,Patricia,Vargas,2018-10-24,4,Femenino
6135,E00006136,Pablo,Peña,2020-08-16,2,Masculino
6136,E00006137,Eugenia,Ramos,2018-08-31,4,Femenino
6137,E00006138,Rolando,Rincón,2018-09-07,4,Masculino
6138,E00006139,Alex,Parra,2017-12-13,4,Masculino
6139,E00006140,Magda,Ramírez,2019-02-21,3,Femenino
6140,E00006141,José,Gómez,2017-12-24,4,Masculino
6141,E00006142,Elena,Sanabria,2019-02-25,3,Femenino
6142,E00006143,Jhon,Bohórquez,2020-06-26,2,Masculino
6143,E00006144,Edinson,Chávez,2019-04-29,3,Masculino
6144,E00006145,Samuel,Pérez,2019-12-10,2,Masculino
6145,E00006146,Nilson,Barrera,2018-08-20,4,Masculino
6146,E00006147,Marta,Arias,2018-03-21,4,Femenino
6147,E00006148,Yolanda,Rincón,2020-02-26,2,Femenino
6148,E00006149,Elisa,Acosta,2019-03-18,3,Femenino
6149,E00006150,María,Rincón,2020-07-22,2,Femenino
6150,E00006151,Alberto,Serna,2019-11-04,3,Masculino
6151,E00006152,Juan,Cardona,2018-01-19,4,Masculino
6152,E00006153,Andrea,Barreto,2018-01-24,4,Femenino
6153,E00006154,David,Quintero,2019-11-27,3,Masculino
6154,E00006155,Lucía,Martínez,2018-01-30,4,Femenino
6155,E00006156,Olga,Jaimes,2019-11-09,3,Femenino
6156,E00006157,Nelly,Bonilla,2018-01-31,4,Femenino
6157,E00006158,Víctor,Monsalve,2017-12-21,4,Masculino
6158,E00006159,Milena,Molina,2018-12-26,3,Femenino
6159,E00006160,Miguel,Torres,2018-03-11,4,Masculino
6160,E00006161,Natalia,Solano,2019-07-15,3,Femenino
6161,E00006162,Piedad,Ortiz,2019-12-13,2,Femenino
6162,E00006163,Natalia,Jaramillo,2020-03-02,2,Femenino
6163,E00006164,José,Acosta,2020-02-20,2,Masculino
6164,E00006165,Luisa,Rodríguez,2018-06-18,4,Femenino
6165,E00006166,Luis,Gómez,2020-08-18,2,Masculino
6166,E00006167,Ferney,Díaz,2019-12-31,2,Masculino
6167,E00006168,Javier,Castañeda,2017-10-14,5,Masculino
6168,E00006169,Diego,Ruiz,2018-02-26,4,Masculino
6169,E00006170,Patricia,Moreno,2019-09-26,3,Femenino
6170,E00006171,María,Montes,2019-08-09,3,Femenino
6171,E00006172,Leonardo,Salcedo,2019-07-20,3,Masculino
6172,E00006173,Rosa,Restrepo,2017-09-05,5,Femenino
6173,E00006174,Edwin,Ardila,2018-03-02,4,Masculino
6174,E00006175,Hilda,Ardila,2017-11-24,5,Femenino
6175,E00006176,José,Moreno,2018-03-13,4,Masculino
6176,E00006177,Myriam,González,2018-05-29,4,Femenino
6177,E00006178,Laura,Rosero,2019-03-11,3,Femenino
6178,E00006179,Diego,Hoyos,2018-09-26,4,Masculino
6179,E00006180,Jairo,Padilla,2018-01-28,4,Masculino
6180,E00006181,Omar,Guerrero,2019-08-05,3,Masculino
6181,E00006182,Cristina,Álvarez,2019-12-10,2,Femenino
6182,E00006183,Valeria,Ríos,2018-04-12,4,Femenino
6183,E00006184,María,Buitrago,2020-05-17,2,Femenino
6184,E00006185,Jefferson,Franco,2017-11-27,5,Masculino
6185,E00006186,Jhon,Barbosa,2020-06-23,2,Masculino
6186,E00006187,Andrés,Meneses,2017-12-17,4,Masculino
6187,E00006188,Judith,Rodríguez,2020-04-15,2,Femenino
6188,E00006189,Dolly,Cardona,2019-03-18,3,Femenino
6189,E00006190,Carlos,Ramos,2020-05-13,2,Masculino
6190,E00006191,Arley,Rosero,2018-06-29,4,Masculino
6191,E00006192,Adela,Bohórquez,2019-08-11,3,Femenino
6192,E00006193,John,Mosquera,2018-10-17,4,Masculino
6193,E00006194,Felipe,Salamanca,2017-10-05,5,Masculino
6194,E00006195,Alexander,Serna,2019-04-30,3,Masculino
6195,E00006196,José,Saavedra,2018-07-21,4,Masculino
6196,E00006197,María,Restrepo,2018-05-20,4,Femenino
6197,E00006198,Álvaro,Pardo,2020-03-14,2,Masculino
6198,E00006199,Brayan,Salgado,2017-10-01,5,Masculino
6199,E00006200,Antonio,Ríos,2017-11-26,5,Masculino
6200,E00006201,Arturo,Ortega,2020-08-26,2,Masculino
6201,E00006202,Jesús,Gutiérrez,2020-02-06,2,Masculino
6202,E00006203,Willian,Orjuela,2018-10-07,4,Masculino
6203,E00006204,Aurora,Bonilla,2020-04-28,2,Femenino
6204,E00006205,Paola,Cortés,2020-01-20,2,Femenino
6205,E00006206,Christian,Castro,2020-08-30,2,Masculino
6206,E00006207,Vicente,Paz,2018-07-26,4,Masculino
6207,E00006208,Cecilia,Martínez,2018-02-20,4,Femenino
6208,E00006209,Victoria,Parada,2020-08-29,2,Femenino
6209,E00006210,Alexandra,González,2019-09-26,3,Femenino
6210,E00006211,Jorge,García,2018-12-23,3,Masculino
6211,E00006212,Arturo,Acosta,2020-02-04,2,Masculino
6212,E00006213,Valeria,Gómez,2017-11-01,5,Femenino
6213,E00006214,Viviana,García,2018-01-01,4,Femenino
6214,E00006215,Ariel,Murcia,2019-07-24,3,Masculino
6215,E00006216,Jorge,Rodríguez,2018-12-02,4,Masculino
6216,E00006217,Ernesto,Hernández,2017-11-26,5,Masculino
6217,E00006218,Campo,Castro,2017-10-25,5,Masculino
6218,E00006219,Angélica,Molina,2019-05-31,3,Femenino
6219,E00006220,Judith,Zapata,2020-08-16,2,Femenino
6220,E00006221,Luz,Méndez,2019-04-14,3,Femenino
6221,E00006222,Henry,Flórez,2018-08-10,4,Masculino
6222,E00006223,Josefa,Bermúdez,2018-02-15,4,Femenino
6223,E00006224,Carmenza,Hernández,2017-11-30,5,Femenino
6224,E00006225,Luis,Palacio,2017-10-26,5,Masculino
6225,E00006226,Álvaro,Gómez,2017-12-24,4,Masculino
6226,E00006227,Jeison,Valencia,2020-04-09,2,Masculino
6227,E00006228,Elena,Aguilar,2019-01-11,3,Femenino
6228,E00006229,Alberto,Álvarez,2017-12-11,4,Masculino
6229,E00006230,Edwin,Parra,2018-08-03,4,Masculino
6230,E00006231,Gloria,González,2017-10-31,5,Femenino
6231,E00006232,Eduardo,Rodríguez,2017-09-01,5,Masculino
6232,E00006233,Benjamín,Castro,2019-12-16,2,Masculino
6233,E00006234,Camilo,Díaz,2019-06-25,3,Masculino
6234,E00006235,Fernanda,Espitia,2018-02-24,4,Femenino
6235,E00006236,Omaira,Hernández,2020-07-24,2,Femenino
6236,E00006237,Marina,Hernández,2019-06-27,3,Femenino
6237,E00006238,Carlos,Padilla,2019-03-19,3,Masculino
6238,E00006239,Luz,Escobar,2019-02-13,3,Femenino
6239,E00006240,Manuel,Córdoba,2020-08-23,2,Masculino
6240,E00006241,Diego,González,2019-06-10,3,Masculino
6241,E00006242,Ana,Correa,2017-10-29,5,Femenino
6242,E00006243,Sandra,Caro,2018-09-16,4,Femenino
6243,E00006244,Mauricio,Naranjo,2020-08-22,2,Masculino
6244,E00006245,Angélica,Hernández,2020-01-26,2,Femenino
6245,E00006246,Jhon,Garcés,2019-06-16,3,Masculino
6246,E00006247,Leonel,López,2018-02-12,4,Masculino
6247,E00006248,José,Aguilar,2020-06-26,2,Masculino
6248,E00006249,Guillermo,Ávila,2019-05-14,3,Masculino
6249,E00006250,Yair,Valencia,2020-04-18,2,Masculino
6250,E00006251,Carlos,Forero,2019-09-23,3,Masculino
6251,E00006252,Jhon,Vargas,2019-10-18,3,Masculino
6252,E00006253,Alejandro,Serna,2019-02-03,3,Masculino
6253,E00006254,Lilia,González,2018-10-24,4,Femenino
6254,E00006255,Andrés,Ramírez,2018-02-01,4,Masculino
6255,E00006256,Mauricio,Rivera,2018-04-16,4,Masculino
6256,E00006257,Nancy,Bravo,2019-08-31,3,Femenino
6257,E00006258,Ana,Bravo,2019-03-02,3,Femenino
6258,E00006259,Ruth,Caicedo,2019-07-25,3,Femenino
6259,E00006260,Diego,Toro,2019-11-28,3,Masculino
6260,E00006261,María,Uribe,2019-02-24,3,Femenino
6261,E00006262,Julieth,Peña,2019-06-08,3,Femenino
6262,E00006263,Fernando,Restrepo,2019-01-28,3,Masculino
6263,E00006264,Javier,Leal,2018-08-12,4,Masculino
6264,E00006265,Ferney,Pérez,2018-03-10,4,Masculino
6265,E00006266,David,Pérez,2018-02-15,4,Masculino
6266,E00006267,Gabriela,Moreno,2020-02-18,2,Femenino
6267,E00006268,Andrés,Rodríguez,2018-02-02,4,Masculino
6268,E00006269,Iván,Ramírez,2018-07-21,4,Masculino
6269,E00006270,Estela,Silva,2020-08-24,2,Femenino
6270,E00006271,Jhony,Montoya,2018-07-26,4,Masculino
6271,E00006272,Cecilia,Arrieta,2019-10-11,3,Femenino
6272,E00006273,José,Moreno,2019-08-31,3,Masculino
6273,E00006274,Mary,Salazar,2018-07-14,4,Femenino
6274,E00006275,Óscar,Rodríguez,2018-07-19,4,Masculino
6275,E00006276,Paula,Hernández,2017-09-22,5,Femenino
6276,E00006277,León,Pineda,2019-06-21,3,Masculino
6277,E00006278,Jairo,González,2020-08-21,2,Masculino
6278,E00006279,Juan,Padilla,2019-08-11,3,Masculino
6279,E00006280,Josefina,Díaz,2019-01-05,3,Femenino
6280,E00006281,Manuel,Padilla,2020-02-21,2,Masculino
6281,E00006282,Álvaro,Rueda,2019-06-23,3,Masculino
6282,E00006283,Evelio,Santos,2020-03-19,2,Masculino
6283,E00006284,Jaime,Pérez,2019-01-09,3,Masculino
6284,E00006285,Luis,Medina,2018-09-21,4,Masculino
6285,E00006286,Carmen,Guevara,2018-12-27,3,Femenino
6286,E00006287,Diana,Gómez,2019-02-26,3,Femenino
6287,E00006288,Magdalena,Martínez,2019-02-03,3,Femenino
6288,E00006289,Carlos,Prieto,2020-03-04,2,Masculino
6289,E00006290,Alexander,Ramírez,2018-06-28,4,Masculino
6290,E00006291,Edgar,Fonseca,2017-10-03,5,Masculino
6291,E00006292,Mariana,Correa,2019-03-17,3,Femenino
6292,E00006293,Jorge,Gómez,2019-07-01,3,Masculino
6293,E00006294,Ana,García,2019-10-21,3,Femenino
6294,E00006295,Antonio,Beltrán,2018-04-11,4,Masculino
6295,E00006296,Marcela,Mendoza,2018-11-03,4,Femenino
6296,E00006297,Julieth,Duarte,2019-01-05,3,Femenino
6297,E00006298,Manuel,Ojeda,2019-05-25,3,Masculino
6298,E00006299,María,Caicedo,2019-06-11,3,Femenino
6299,E00006300,Antonio,Duque,2019-11-17,3,Masculino
6300,E00006301,Libia,Cifuentes,2019-10-09,3,Femenino
6301,E00006302,Rosa,Gómez,2020-02-28,2,Femenino
6302,E00006303,Vanesa,Ríos,2019-12-17,2,Femenino
6303,E00006304,Miguel,Hernández,2018-06-30,4,Masculino
6304,E00006305,Luis,Ortega,2019-02-23,3,Masculino
6305,E00006306,Eduardo,Posada,2019-03-20,3,Masculino
6306,E00006307,Gloria,Ortiz,2019-01-12,3,Femenino
6307,E00006308,Erika,Rodríguez,2018-10-05,4,Femenino
6308,E00006309,Sindy,Vargas,2020-01-20,2,Femenino
6309,E00006310,Jorge,Sierra,2018-09-08,4,Masculino
6310,E00006311,Camilo,Manrique,2018-10-15,4,Masculino
6311,E00006312,Delia,Villegas,2018-11-29,4,Femenino
6312,E00006313,Luis,Sandoval,2018-02-19,4,Masculino
6313,E00006314,Augusto,Leal,2018-04-26,4,Masculino
6314,E00006315,Andrea,Flórez,2019-02-24,3,Femenino
6315,E00006316,Sandra,López,2017-09-26,5,Femenino
6316,E00006317,Daniela,Flórez,2020-04-23,2,Femenino
6317,E00006318,David,Hernández,2019-10-08,3,Masculino
6318,E00006319,Octavio,Ramírez,2020-07-22,2,Masculino
6319,E00006320,Clara,Burgos,2020-05-04,2,Femenino
6320,E00006321,José,Niño,2019-05-15,3,Masculino
6321,E00006322,Marcela,Ávila,2019-07-18,3,Femenino
6322,E00006323,Inés,Rodríguez,2019-12-19,2,Femenino
6323,E00006324,Andrés,Guzmán,2019-11-25,3,Masculino
6324,E00006325,Óscar,Quintero,2019-10-02,3,Masculino
6325,E00006326,Eliecer,Cárdenas,2019-10-15,3,Masculino
6326,E00006327,Luis,Córdoba,2019-12-12,2,Masculino
6327,E00006328,José,Acevedo,2019-07-09,3,Masculino
6328,E00006329,Rosalba,Ospina,2020-06-25,2,Femenino
6329,E00006330,Alexander,Sánchez,2020-01-15,2,Masculino
6330,E00006331,Valentina,Mosquera,2019-03-24,3,Femenino
6331,E00006332,Hernán,Peña,2020-03-30,2,Masculino
6332,E00006333,Cecilia,Cabrera,2018-02-20,4,Femenino
6333,E00006334,David,González,2018-06-21,4,Masculino
6334,E00006335,Antonio,Sepúlveda,2019-03-12,3,Masculino
6335,E00006336,Patricia,Gómez,2018-08-29,4,Femenino
6336,E00006337,Yeferson,Jaramillo,2018-02-08,4,Masculino
6337,E00006338,Carolina,Castro,2019-06-27,3,Femenino
6338,E00006339,Emilio,Martínez,2018-06-13,4,Masculino
6339,E00006340,Gilberto,Arévalo,2018-07-03,4,Masculino
6340,E00006341,Teresa,Suárez,2018-06-13,4,Femenino
6341,E00006342,Yuly,Pérez,2018-09-25,4,Femenino
6342,E00006343,Cecilia,Vera,2018-01-06,4,Femenino
6343,E00006344,Martín,Monsalve,2019-09-10,3,Masculino
6344,E00006345,Socorro,Restrepo,2019-05-12,3,Femenino
6345,E00006346,Patricia,López,2018-09-24,4,Femenino
6346,E00006347,María,Burbano,2018-09-10,4,Femenino
6347,E00006348,Moisés,Tovar,2018-07-23,4,Masculino
6348,E00006349,Virginia,Burbano,2018-02-24,4,Femenino
6349,E00006350,José,Ramos,2020-01-30,2,Masculino
6350,E00006351,Libia,Agudelo,2018-12-30,3,Femenino
6351,E00006352,Norbey,León,2018-08-23,4,Masculino
6352,E00006353,Edith,Arias,2019-04-04,3,Femenino
6353,E00006354,Judith,Calderón,2020-07-24,2,Femenino
6354,E00006355,Santos,Martínez,2019-06-25,3,Masculino
6355,E00006356,Andrea,Becerra,2020-03-30,2,Femenino
6356,E00006357,Jesús,Barreto,2020-03-03,2,Masculino
6357,E00006358,Rosa,Caro,2020-02-25,2,Femenino
6358,E00006359,Lucía,Rodríguez,2019-05-09,3,Femenino
6359,E00006360,Judith,González,2020-04-08,2,Femenino
6360,E00006361,Pedro,Peña,2018-11-18,4,Masculino
6361,E00006362,Manuel,Bravo,2019-10-19,3,Masculino
6362,E00006363,José,Bernal,2019-05-21,3,Masculino
6363,E00006364,Nohora,Zuluaga,2018-06-14,4,Femenino
6364,E00006365,Ángel,Gómez,2019-02-28,3,Masculino
6365,E00006366,Eduardo,Agudelo,2018-07-05,4,Masculino
6366,E00006367,César,Sánchez,2019-04-06,3,Masculino
6367,E00006368,Alejandra,Rodríguez,2018-09-07,4,Femenino
6368,E00006369,Camilo,Morales,2020-01-09,2,Masculino
6369,E00006370,Germán,Herrera,2018-03-16,4,Masculino
6370,E00006371,Yeferson,González,2018-01-25,4,Masculino
6371,E00006372,Luz,Álvarez,2018-05-27,4,Femenino
6372,E00006373,Andrea,Peña,2019-07-29,3,Femenino
6373,E00006374,Javier,López,2019-04-11,3,Masculino
6374,E00006375,Alberto,Pabón,2019-04-08,3,Masculino
6375,E00006376,Enrique,Zuluaga,2019-01-20,3,Masculino
6376,E00006377,Fernando,Moreno,2019-10-10,3,Masculino
6377,E00006378,Jesús,Jiménez,2018-03-01,4,Masculino
6378,E00006379,Enrique,López,2019-02-22,3,Masculino
6379,E00006380,Germán,Orozco,2019-10-11,3,Masculino
6380,E00006381,Lucía,Suárez,2019-09-29,3,Femenino
6381,E00006382,Alexander,Castaño,2019-05-19,3,Masculino
6382,E00006383,Julio,García,2018-04-29,4,Masculino
6383,E00006384,Enrique,Herrera,2018-09-07,4,Masculino
6384,E00006385,Sneider,Ospino,2017-12-15,4,Masculino
6385,E00006386,Mauricio,Barragán,2018-02-24,4,Masculino
6386,E00006387,Dary,Calderón,2020-01-23,2,Femenino
6387,E00006388,Orlando,Aguirre,2020-07-09,2,Masculino
6388,E00006389,Angie,Lozano,2019-09-18,3,Femenino
6389,E00006390,Ernesto,Cortés,2018-10-26,4,Masculino
6390,E00006391,Ernesto,Salgado,2018-06-25,4,Masculino
6391,E00006392,Alba,Salgado,2019-11-30,3,Femenino
6392,E00006393,Carmenza,Chávez,2018-06-20,4,Femenino
6393,E00006394,Luis,Obando,2020-04-25,2,Masculino
6394,E00006395,María,Rodríguez,2017-10-01,5,Femenino
6395,E00006396,Jorge,Figueroa,2017-09-02,5,Masculino
6396,E00006397,Francisco,Castro,2020-07-04,2,Masculino
6397,E00006398,Fabián,Peña,2017-09-05,5,Masculino
6398,E00006399,Javier,Bonilla,2020-02-17,2,Masculino
6399,E00006400,David,Palacios,2018-07-25,4,Masculino
6400,E00006401,Gina,Cuéllar,2018-01-07,4,Femenino
6401,E00006402,Juan,Rodríguez,2018-05-02,4,Masculino
6402,E00006403,María,Núñez,2020-08-14,2,Femenino
6403,E00006404,Esther,Loaiza,2018-12-09,3,Femenino
6404,E00006405,Enrique,Velásquez,2019-12-13,2,Masculino
6405,E00006406,Enrique,Arias,2018-06-01,4,Masculino
6406,E00006407,Mariana,Contreras,2018-12-28,3,Femenino
6407,E00006408,Patricia,Pacheco,2018-12-24,3,Femenino
6408,E00006409,María,Torres,2020-08-07,2,Femenino
6409,E00006410,María,Ruiz,2019-12-09,2,Femenino
6410,E00006411,Carlos,Mosquera,2019-12-25,2,Masculino
6411,E00006412,Jaime,Salamanca,2020-03-18,2,Masculino
6412,E00006413,Martha,Pineda,2018-09-14,4,Femenino
6413,E00006414,Ever,López,2018-03-10,4,Masculino
6414,E00006415,Rubén,Mora,2018-12-29,3,Masculino
6415,E00006416,Armando,Rivera,2017-11-11,5,Masculino
6416,E00006417,Nelly,Camacho,2018-05-08,4,Femenino
6417,E00006418,Miguel,Quintero,2017-09-29,5,Masculino
6418,E00006419,Ángel,Osorio,2018-09-22,4,Masculino
6419,E00006420,Martha,Mejía,2019-05-31,3,Femenino
6420,E00006421,Enrique,Caballero,2018-06-24,4,Masculino
6421,E00006422,Ronal,Oviedo,2019-02-10,3,Masculino
6422,E00006423,Viviana,Morales,2020-07-11,2,Femenino
6423,E00006424,Elizabeth,Cruz,2017-11-15,5,Femenino
6424,E00006425,Daniel,Rendón,2017-10-04,5,Masculino
6425,E00006426,Diana,Galvis,2020-05-13,2,Femenino
6426,E00006427,Jair,Rivera,2018-12-27,3,Masculino
6427,E00006428,José,Acevedo,2018-06-17,4,Masculino
6428,E00006429,Carolina,Cano,2018-09-03,4,Femenino
6429,E00006430,Rodolfo,Buitrago,2020-07-21,2,Masculino
6430,E00006431,Julián,Ruiz,2020-03-13,2,Masculino
6431,E00006432,Natalia,Sánchez,2018-02-21,4,Femenino
6432,E00006433,Fernando,Rojas,2018-01-11,4,Masculino
6433,E00006434,Jairo,Alfonso,2020-01-30,2,Masculino
6434,E00006435,Astrid,Ramírez,2020-02-11,2,Femenino
6435,E00006436,Jhon,Arrieta,2019-07-20,3,Masculino
6436,E00006437,Álvaro,Ospina,2019-09-18,3,Masculino
6437,E00006438,Eduardo,Perea,2017-10-13,5,Masculino
6438,E00006439,Johana,Sierra,2018-12-23,3,Femenino
6439,E00006440,Francy,Guzmán,2018-09-11,4,Femenino
6440,E00006441,Gladys,Gómez,2018-03-29,4,Femenino
6441,E00006442,Nancy,Cárdenas,2020-04-07,2,Femenino
6442,E00006443,Carlos,Bastidas,2018-12-12,3,Masculino
6443,E00006444,Nubia,Molina,2018-01-25,4,Femenino
6444,E00006445,Enith,González,2020-03-14,2,Femenino
6445,E00006446,David,Pérez,2019-02-15,3,Masculino
6446,E00006447,Inés,López,2019-10-19,3,Femenino
6447,E00006448,Orlando,Moreno,2019-12-25,2,Masculino
6448,E00006449,María,Rivera,2017-11-08,5,Femenino
6449,E00006450,Clara,Moreno,2020-03-04,2,Femenino
6450,E00006451,Jesús,Mosquera,2017-09-17,5,Masculino
6451,E00006452,Andrés,García,2017-12-13,4,Masculino
6452,E00006453,Jorge,Barragán,2019-01-20,3,Masculino
6453,E00006454,Carmen,Herrera,2019-06-22,3,Femenino
6454,E00006455,Milena,Medina,2019-03-15,3,Femenino
6455,E00006456,Alejandro,Restrepo,2020-05-25,2,Masculino
6456,E00006457,Carmen,Lozano,2019-08-31,3,Femenino
6457,E00006458,Alejandra,Ordóñez,2018-01-08,4,Femenino
6458,E00006459,Carlos,López,2019-11-26,3,Masculino
6459,E00006460,Yeison,Salas,2020-01-09,2,Masculino
6460,E00006461,Carlos,Castro,2019-05-31,3,Masculino
6461,E00006462,Vladimir,Yepes,2019-08-21,3,Masculino
6462,E00006463,Angélica,Contreras,2020-04-19,2,Femenino
6463,E00006464,Dario,Burbano,2019-11-29,3,Masculino
6464,E00006465,Eduardo,Duque,2019-04-08,3,Masculino
6465,E00006466,Alexandra,Gómez,2018-01-27,4,Femenino
6466,E00006467,Carlos,Ramírez,2020-05-09,2,Masculino
6467,E00006468,Andrés,Parra,2017-10-05,5,Masculino
6468,E00006469,María,Aguirre,2018-01-06,4,Femenino
6469,E00006470,Cristian,López,2018-05-01,4,Masculino
6470,E00006471,Luis,Ceballos,2018-04-12,4,Masculino
6471,E00006472,Luis,Quintero,2019-05-20,3,Masculino
6472,E00006473,Jonathan,García,2020-03-21,2,Masculino
6473,E00006474,Andrés,Alfonso,2018-03-25,4,Masculino
6474,E00006475,Luis,Vélez,2020-02-27,2,Masculino
6475,E00006476,Beatriz,Pérez,2020-07-18,2,Femenino
6476,E00006477,Giovanni,Orjuela,2018-07-08,4,Masculino
6477,E00006478,Felipe,Serrano,2020-01-01,2,Masculino
6478,E00006479,José,Ortiz,2018-04-16,4,Masculino
6479,E00006480,Juan,Díaz,2019-09-15,3,Masculino
6480,E00006481,Fernando,Sanabria,2020-05-20,2,Masculino
6481,E00006482,César,Gonzáles,2020-04-21,2,Masculino
6482,E00006483,José,Sánchez,2017-11-11,5,Masculino
6483,E00006484,Alicia,Rueda,2018-07-05,4,Femenino
6484,E00006485,Patricia,Martínez,2017-11-15,5,Femenino
6485,E00006486,Sofía,Muñoz,2018-12-25,3,Femenino
6486,E00006487,Blanca,López,2018-05-01,4,Femenino
6487,E00006488,Milena,Rodríguez,2019-02-28,3,Femenino
6488,E00006489,Patricia,Vega,2020-01-23,2,Femenino
6489,E00006490,Alexander,Luna,2019-07-09,3,Masculino
6490,E00006491,Alexandra,Serrano,2018-04-28,4,Femenino
6491,E00006492,Alfonso,Polo,2020-05-09,2,Masculino
6492,E00006493,Alexander,Mora,2017-09-15,5,Masculino
6493,E00006494,Andrés,Pérez,2018-05-28,4,Masculino
6494,E00006495,Omar,Montoya,2018-01-22,4,Masculino
6495,E00006496,Jhon,Molina,2018-03-08,4,Masculino
6496,E00006497,Esther,Santos,2020-01-13,2,Femenino
6497,E00006498,Mónica,Suárez,2018-07-10,4,Femenino
6498,E00006499,Alexander,Becerra,2020-01-03,2,Masculino
6499,E00006500,Gabriel,Torres,2018-04-06,4,Masculino
6500,E00006501,Yeferson,Herrera,2018-11-25,4,Masculino
6501,E00006502,Antonio,Escobar,2018-06-08,4,Masculino
6502,E00006503,Yuli,Maldonado,2018-02-12,4,Femenino
6503,E00006504,Alonso,Herrera,2019-07-24,3,Masculino
